Year,Month,Flow,FFD DESC,£000s,Tonnes
2011,5,Total Exports,Jams,8377.543,3708.078
2011,5,Total Exports,Juice,4375.396,3910.56
2011,5,Total Exports,Lamb and mutton,26730.649,5659.452
2011,5,Total Exports,Lemons and Limes,145.526,133.172
2011,5,Total Exports,"Lettuce and chicory, fresh or chilled",790.752,351.12
2011,5,Total Exports,Margarine,4884.564,3164.59
2011,5,Total Exports,Milk and cream,29568.358,62052.864
2011,5,Total Exports,Milk powder,19089.838,9470.124
2011,5,Total Exports,Mineral water,38148.315,48540.013
2011,5,Total Exports,Miscellaneous food ingredients,73235.821,23103.757
2011,5,Total Exports,Mixes and doughs for baking,6901.925,6027.02
2011,5,Total Exports,Molasses,505.63,1967.448
2011,5,Total Exports,"Mushrooms and truffles, fresh or chilled",136.257,80.701
2011,5,Total Exports,Nuts,5026.805,1054.688
2011,5,Total Exports,Oil cake,480.697,958.065
2011,5,Total Exports,Oil seeds and oleaginous fruits,6459.282,15251.328
2011,5,Total Exports,Oranges and Mandarins etc,1567.798,3468.681
2011,5,Total Exports,Other animal feedingstuffs,38678.043,53541.454
2011,5,Total Exports,Other beet or cane sugar,15465.459,32037.814
2011,5,Total Exports,"Other cereal (including maize), unmilled",1169.087,4996.28
2011,5,Total Exports,Other Citrus fruit,109.144,205.306
2011,5,Total Exports,Other fruit,5048.957,5003.235
2011,5,Total Exports,Other meat products,2689.598,1003.353
2011,5,Total Exports,Other milk products,5188.259,7463.63
2011,5,Total Exports,Other spirits,24323.236,5855.204
2011,5,Total Exports,Other sugars,2688.122,4467.333
2011,5,Total Exports,"Other vegetables, fresh or chilled",8170.509,13449.676
2011,5,Total Exports,"Other vegetables, prepared or preserved",6213.96,4284.813
2011,5,Total Exports,Pasta uncooked,636.473,467.155
2011,5,Total Exports,"Pasta, cooked or stuffed",2241.382,1175.514
2011,5,Total Exports,Pears & quinces fresh,45.568,18.234
2011,5,Total Exports,Pork,13897.475,11469.233
2011,5,Total Exports,Potato products,11559.411,6078.916
2011,5,Total Exports,"Potatoes, fresh or chilled (including seed)",9539.657,31221.145
2011,5,Total Exports,Poultry products,13619.447,4070.342
2011,5,Total Exports,Poultrymeat (inc poultry offal),23312.415,23560.02
2011,5,Total Exports,Processed fats and waxes,4178.752,3743.959
2011,5,Total Exports,Raw beet or cane sugar,3860.19,6564.398
2011,5,Total Exports,Rice,2613.733,2707.316
2011,5,Total Exports,Salmon (inc. smoked),43250.14,7735.861
2011,5,Total Exports,"Sauces, condiments, seasonings",18507.014,10068.836
2011,5,Total Exports,Sausages and related products,2230.119,980.665
2011,5,Total Exports,Shellfish,29280.375,5794.626
2011,5,Total Exports,Spices,2310.977,718.713
2011,5,Total Exports,Sugar confectionery,13933.843,4912.585
2011,5,Total Exports,Sweet biscuits,25591.613,9793.655
2011,5,Total Exports,Tea,13420.192,2243.823
2011,5,Total Exports,"Tomatoes, fresh or chilled",298.554,198.071
2011,5,Total Exports,"Tomatoes, prepared or preserved",559.011,457.177
2011,5,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",11567.777,12237.726
2011,5,Total Exports,"Vegetables, frozen or provisionally prepared",5078.26,5380.327
2011,5,Total Exports,Vodka,27863.761,3983.175
2011,5,Total Exports,"Wheat, unmilled",16314.005,79464.29
2011,5,Total Exports,Whisky,317327.749,59485.656
2011,5,Total Exports,Wine,39387.494,5725.243
2011,5,Total Exports,Yogurt,3063.375,2155.927
2011,5,Total Imports,"Animal oils and fats, not chemically modified",7510.457,6867.803
2011,5,Total Imports,"Apples, fresh",39270.302,51401.16
2011,5,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",13268.575,7890.36
2011,5,Total Imports,Bacon and ham,52787.619,21833.818
2011,5,Total Imports,Bananas,50258.345,102720.139
2011,5,Total Imports,"Barley, unmilled",2473.748,13277.029
2011,5,Total Imports,Beef and veal,65896.808,18458.644
2011,5,Total Imports,Beef products (inc. corned beef),17295.131,5722.28
2011,5,Total Imports,Beer,41195.674,73390.759
2011,5,Total Imports,"Bread, crispbreads, savoury biscuits",68432.326,36190.507
2011,5,Total Imports,Butter,27231.243,8644.022
2011,5,Total Imports,"Cereal, milled",3912.544,8258.688
2011,5,Total Imports,"Cereal, rolled or flaked",18429.309,15411.792
2011,5,Total Imports,Cheese,109209.948,35057.793
2011,5,Total Imports,Chocolate,73331.136,23743.387
2011,5,Total Imports,Cider & other fermented beverages,17884.317,6102.405
2011,5,Total Imports,Cocoa,55211.798,23754.578
2011,5,Total Imports,Coffee,90398.14,25645.737
2011,5,Total Imports,Condensed milk,4338.367,3428.688
2011,5,Total Imports,Dog or cat food for retail,34236.269,28577.612
2011,5,Total Imports,Edible offal and other meat,5745.321,4787.238
2011,5,Total Imports,Eggs & egg products,11423.6,5892.566
2011,5,Total Imports,Fish excl. Salmon & Shellfish,155713.652,50863.846
2011,5,Total Imports,"Flours, meals and pellets of meat, offal or fish",5232.108,4942.716
2011,5,Total Imports,Gin and Geneva,138.06,58.248
2011,5,Total Imports,"Grapes, fresh or dried",31417.475,21059.714
2011,5,Total Imports,Honey,6209.622,2842.476
2011,5,Total Imports,Ice cream,26485.841,15253.458
2011,5,Total Imports,Infant food for retail,19964.066,6095.48
2011,5,Total Imports,Jams,44253.724,33244.941
2011,5,Total Imports,Juice,58318.837,77540.268
2011,5,Total Imports,Lamb and mutton,45068.034,9804.833
2011,5,Total Imports,Lemons and Limes,6393.028,9941.138
2011,5,Total Imports,"Lettuce and chicory, fresh or chilled",12373.844,12881.689
2011,5,Total Imports,Margarine,7331.839,6012.519
2011,5,Total Imports,Milk and cream,10071.828,17723.228
2011,5,Total Imports,Milk powder,10511.923,5918.708
2011,5,Total Imports,Mineral water,74379.318,114252.689
2011,5,Total Imports,Miscellaneous food ingredients,111699.57,40228.765
2011,5,Total Imports,Mixes and doughs for baking,7579.838,6209.431
2011,5,Total Imports,Molasses,3454.822,25186.54
2011,5,Total Imports,"Mushrooms and truffles, fresh or chilled",14188.726,7993.811
2011,5,Total Imports,Nuts,23592.628,6358.564
2011,5,Total Imports,Oil cake,74066.417,347824.823
2011,5,Total Imports,Oil seeds and oleaginous fruits,24393.83,48291.813
2011,5,Total Imports,Oranges and Mandarins etc,29370.788,48127.348
2011,5,Total Imports,Other animal feedingstuffs,38611.778,137392.12
2011,5,Total Imports,Other beet or cane sugar,10727.273,20118.154
2011,5,Total Imports,"Other cereal (including maize), unmilled",14000.752,61002.444
2011,5,Total Imports,Other Citrus fruit,1845.037,2762.639
2011,5,Total Imports,Other fruit,89321.622,65378.394
2011,5,Total Imports,Other meat products,39712.978,13714.711
2011,5,Total Imports,Other milk products,19722.684,18153.44
2011,5,Total Imports,Other spirits,21565.225,5673.383
2011,5,Total Imports,Other sugars,15655.742,39631.483
2011,5,Total Imports,"Other vegetables, fresh or chilled",132130.67,176372.556
2011,5,Total Imports,"Other vegetables, prepared or preserved",41842.043,35854.296
2011,5,Total Imports,Pasta uncooked,7787.44,11873.749
2011,5,Total Imports,"Pasta, cooked or stuffed",19972.177,20711.426
2011,5,Total Imports,Pears & quinces fresh,9363.345,14742.057
2011,5,Total Imports,Pork,67503.477,33764.809
2011,5,Total Imports,Potato products,31874.308,48858.392
2011,5,Total Imports,"Potatoes, fresh or chilled (including seed)",13804.167,41667.45
2011,5,Total Imports,Poultry products,64302.933,23741.373
2011,5,Total Imports,Poultrymeat (inc poultry offal),89390.325,35435.705
2011,5,Total Imports,Processed fats and waxes,23929.646,24952.3
2011,5,Total Imports,Raw beet or cane sugar,38210.732,91692.253
2011,5,Total Imports,Rice,33595.462,60669.866
2011,5,Total Imports,Salmon (inc. smoked),24638.554,4785.464
2011,5,Total Imports,"Sauces, condiments, seasonings",48468.703,42098.689
2011,5,Total Imports,Sausages and related products,37336.413,13511.666
2011,5,Total Imports,Shellfish,47407.888,9764.299
2011,5,Total Imports,Spices,14130.245,7138.067
2011,5,Total Imports,Sugar confectionery,30242.006,13917.728
2011,5,Total Imports,Sweet biscuits,28491.411,10976.415
2011,5,Total Imports,Tea,21635.156,11939.457
2011,5,Total Imports,"Tomatoes, fresh or chilled",38305.102,34105.191
2011,5,Total Imports,"Tomatoes, prepared or preserved",21974.199,36342.132
2011,5,Total Imports,"Vegetable oils and fats, soft, crude, refined or fractionated",85667.171,88056.534
2011,5,Total Imports,"Vegetables, frozen or provisionally prepared",27546.632,35026.853
2011,5,Total Imports,Vodka,5911.23,2450.876
2011,5,Total Imports,"Wheat, unmilled",18184.513,67030.047
2011,5,Total Imports,Whisky,9880.754,1616.612
2011,5,Total Imports,Wine,251781.646,120793.515
2011,5,Total Imports,Yogurt,14792.555,13437.431
2011,6,Total Exports,"Animal oils and fats, not chemically modified",12452.161,13225.069
2011,6,Total Exports,"Apples, fresh",773.253,1210.296
2011,6,Total Exports,"Apricots, cherries, peaches, plums and sloes (fresh)",501.97,233.31
2011,6,Total Exports,Bacon and ham,5146.541,2754.632
2011,6,Total Exports,Bananas,735.146,1116.336
2011,6,Total Exports,"Barley, unmilled",7542.143,38305.977
2011,6,Total Exports,Beef and veal,40305.929,12110.314
2011,6,Total Exports,Beef products (inc. corned beef),2601.689,786.43
2011,6,Total Exports,Beer,46166.956,40198.33
2011,6,Total Exports,"Bread, crispbreads, savoury biscuits",32089.009,18330.379
2011,6,Total Exports,Butter,14216.396,3886.068
2011,6,Total Exports,"Cereal, milled",8807.409,25665.84
2011,6,Total Exports,"Cereal, rolled or flaked",44524.736,46182.502
2011,6,Total Exports,Cheese,33673.189,10384.191
2011,6,Total Exports,Chocolate,24281.505,6884.156
2011,6,Total Exports,Cider & other fermented beverages,3561.084,3919.767
2011,6,Total Exports,Cocoa,3372.775,1356.877
2011,6,Total Exports,Coffee,29612.187,4235.767
2011,6,Total Exports,Condensed milk,2585.237,1610.971
2011,6,Total Exports,Dog or cat food for retail,15258.583,14793.083
2011,6,Total Exports,Edible offal and other meat,6009.062,6252.911
2011,6,Total Exports,Eggs & egg products,4377.019,1105.106
2011,6,Total Exports,Fish excl. Salmon & Shellfish,39538.121,15684.218
2011,6,Total Exports,"Flours, meals and pellets of meat, offal or fish",6151.999,13953.479
2011,6,Total Exports,Gin and Geneva,33148.312,7414.469
2011,6,Total Exports,"Grapes, fresh or dried",1088.908,714.915
2011,6,Total Exports,Honey,704.778,135.513
2011,6,Total Exports,Ice cream,12039.829,6964.096
2011,6,Total Exports,Infant food for retail,1253.102,348.936
2011,6,Total Exports,Jams,7514.163,3572.767
2011,6,Total Exports,Juice,5029.409,3822.417
2011,6,Total Exports,Lamb and mutton,25735.987,6078.155
2011,6,Total Exports,Lemons and Limes,182.257,186.304
2011,6,Total Exports,"Lettuce and chicory, fresh or chilled",847.135,621.763
2011,6,Total Exports,Margarine,5448.785,3420.682
2011,6,Total Exports,Milk and cream,25892.221,58790.905
2011,6,Total Exports,Milk powder,18827.085,8904.436
2011,6,Total Exports,Mineral water,42863.216,54992.128
2011,6,Total Exports,Miscellaneous food ingredients,76275.89,23830.755
2011,6,Total Exports,Mixes and doughs for baking,6152.179,5461.144
2011,6,Total Exports,Molasses,456.397,1985.452
2011,6,Total Exports,"Mushrooms and truffles, fresh or chilled",112.101,69.267
2011,6,Total Exports,Nuts,4449.118,1009.069
2011,6,Total Exports,Oil cake,1960.729,8891.929
2011,6,Total Exports,Oil seeds and oleaginous fruits,15363.933,33019.911
2011,6,Total Exports,Oranges and Mandarins etc,1854.089,3238.098
2011,6,Total Exports,Other animal feedingstuffs,33761.823,42773.753
2011,6,Total Exports,Other beet or cane sugar,10471.079,19857.379
2011,6,Total Exports,"Other cereal (including maize), unmilled",703.924,1851.106
2011,6,Total Exports,Other Citrus fruit,144.155,287.289
2011,6,Total Exports,Other fruit,4541.117,4598.025
2011,6,Total Exports,Other meat products,3007.736,940.316
2011,6,Total Exports,Other milk products,5072.642,5732.83
2011,6,Total Exports,Other spirits,26918.309,7260.456
2011,6,Total Exports,Other sugars,2986.3,4055.105
2011,6,Total Exports,"Other vegetables, fresh or chilled",11520.429,25490.912
2011,6,Total Exports,"Other vegetables, prepared or preserved",6423.733,4864.329
2011,6,Total Exports,Pasta uncooked,523.526,300.409
2011,6,Total Exports,"Pasta, cooked or stuffed",2193.354,1132.845
2011,6,Total Exports,Pears & quinces fresh,93.148,64.312
2011,6,Total Exports,Pork,13742.778,12499.459
2011,6,Total Exports,Potato products,12356.307,6005.931
2011,6,Total Exports,"Potatoes, fresh or chilled (including seed)",6952.325,23139.747
2011,6,Total Exports,Poultry products,12800.043,3883.57
2011,6,Total Exports,Poultrymeat (inc poultry offal),25996.365,25392.01
2011,6,Total Exports,Processed fats and waxes,4270.636,3774.144
2011,6,Total Exports,Raw beet or cane sugar,2075.306,3514.199
2011,6,Total Exports,Rice,3000.518,2927.115
2011,6,Total Exports,Salmon (inc. smoked),42976.466,7909.187
2011,6,Total Exports,"Sauces, condiments, seasonings",18647.109,10193.527
2011,6,Total Exports,Sausages and related products,2160.46,876.859
2011,6,Total Exports,Shellfish,37727.979,7205.429
2011,6,Total Exports,Spices,2762.284,1028.532
2011,6,Total Exports,Sugar confectionery,12994.892,4389.611
2011,6,Total Exports,Sweet biscuits,26012.561,9945.118
2011,6,Total Exports,Tea,12444.79,1927.22
2011,6,Total Exports,"Tomatoes, fresh or chilled",390.725,283.581
2011,6,Total Exports,"Tomatoes, prepared or preserved",411.931,355.946
2011,6,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",11333.817,9796.529
2011,6,Total Exports,"Vegetables, frozen or provisionally prepared",3836.093,3674.935
2011,6,Total Exports,Vodka,12675.392,2191.458
2011,6,Total Exports,"Wheat, unmilled",26645.027,126816.241
2011,6,Total Exports,Whisky,305658.34,56789.428
2011,6,Total Exports,Wine,46287.272,5631.16
2011,6,Total Exports,Yogurt,3202.998,2195.969
2011,6,Total Imports,"Animal oils and fats, not chemically modified",9060.141,8282.064
2011,6,Total Imports,"Apples, fresh",38870.489,47632.824
2011,6,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",31337.48,23136.795
2011,6,Total Imports,Bacon and ham,55176.007,22888.621
2011,6,Total Imports,Bananas,45033.793,94418.411
2011,6,Total Imports,"Barley, unmilled",1693.61,8017.922
2011,6,Total Imports,Beef and veal,76079.33,20204.507
2011,6,Total Imports,Beef products (inc. corned beef),17164.154,5614.683
2011,6,Total Imports,Beer,45648.591,80176.403
2011,6,Total Imports,"Bread, crispbreads, savoury biscuits",68352.014,35444.622
2011,6,Total Imports,Butter,26602.083,8209.594
2011,6,Total Imports,"Cereal, milled",5189.175,12949.025
2011,6,Total Imports,"Cereal, rolled or flaked",19087.588,16764.129
2011,6,Total Imports,Cheese,110397.652,35462.606
2011,6,Total Imports,Chocolate,49777.859,17004.43
2011,6,Total Imports,Cider & other fermented beverages,20844.146,7818.606
2011,6,Total Imports,Cocoa,37451.824,16863.378
2011,6,Total Imports,Coffee,74542.627,20430.373
2011,6,Total Imports,Condensed milk,5185.249,3790.344
2011,6,Total Imports,Dog or cat food for retail,40897.231,34239.272
2011,6,Total Imports,Edible offal and other meat,4667.225,4159.894
2011,6,Total Imports,Eggs & egg products,10967.078,5780.571
2011,6,Total Imports,Fish excl. Salmon & Shellfish,140295.434,45993.809
2011,6,Total Imports,"Flours, meals and pellets of meat, offal or fish",7173.319,7030.226
2011,6,Total Imports,Gin and Geneva,314.991,144.511
2011,6,Total Imports,"Grapes, fresh or dried",48885.299,25971.429
2011,6,Total Imports,Honey,6362.148,3000.388
2011,6,Total Imports,Ice cream,21650.413,12520.437
2011,6,Total Imports,Infant food for retail,25206.41,5570.379
2011,6,Total Imports,Jams,44595.6,32681.618
2011,6,Total Imports,Juice,62112.318,81800.35
2011,6,Total Imports,Lamb and mutton,39520.472,8650.88
2011,6,Total Imports,Lemons and Limes,7858.348,12654.177
2011,6,Total Imports,"Lettuce and chicory, fresh or chilled",3869.184,3170.592
2011,6,Total Imports,Margarine,7745.733,5903.596
2011,6,Total Imports,Milk and cream,9873.254,18344.729
2011,6,Total Imports,Milk powder,10365.98,6925.869
2011,6,Total Imports,Mineral water,69580.275,108135.293
2011,6,Total Imports,Miscellaneous food ingredients,109621.146,38994.91
2011,6,Total Imports,Mixes and doughs for baking,6905.85,5523.421
2011,6,Total Imports,Molasses,4701.929,40214.992
2011,6,Total Imports,"Mushrooms and truffles, fresh or chilled",15460.13,8420.25
2011,6,Total Imports,Nuts,25288.437,6722.261
2011,6,Total Imports,Oil cake,45491.207,198993.202
2011,6,Total Imports,Oil seeds and oleaginous fruits,48958.345,115660.994
2011,6,Total Imports,Oranges and Mandarins etc,22746.623,37231.767
2011,6,Total Imports,Other animal feedingstuffs,30524.579,108919.495
2011,6,Total Imports,Other beet or cane sugar,10769.759,18725.173
2011,6,Total Imports,"Other cereal (including maize), unmilled",16452.945,71538.979
2011,6,Total Imports,Other Citrus fruit,2691.271,4105.61
2011,6,Total Imports,Other fruit,74005.365,66913.943
2011,6,Total Imports,Other meat products,43232.369,13655.312
2011,6,Total Imports,Other milk products,17825.806,16327.342
2011,6,Total Imports,Other spirits,27131.099,6662.713
2011,6,Total Imports,Other sugars,13853.477,35561.152
2011,6,Total Imports,"Other vegetables, fresh or chilled",106560.91,138858.752
2011,6,Total Imports,"Other vegetables, prepared or preserved",40300.179,35921.45
2011,6,Total Imports,Pasta uncooked,10068.302,13802.81
2011,6,Total Imports,"Pasta, cooked or stuffed",19945.549,20849.586
2011,6,Total Imports,Pears & quinces fresh,9186.141,14001.253
2011,6,Total Imports,Pork,68105.962,34718.86
2011,6,Total Imports,Potato products,33781.419,50795.943
2011,6,Total Imports,"Potatoes, fresh or chilled (including seed)",9087.172,32587.73
2011,6,Total Imports,Poultry products,66756.974,23395.079
2011,6,Total Imports,Poultrymeat (inc poultry offal),94525.602,36977.582
2011,6,Total Imports,Processed fats and waxes,47459.029,65018.977
2011,6,Total Imports,Raw beet or cane sugar,23893.943,60510.16
2011,6,Total Imports,Rice,29223.715,51786.748
2011,6,Total Imports,Salmon (inc. smoked),23489.716,4810.174
2011,6,Total Imports,"Sauces, condiments, seasonings",47432.094,40510.705
2011,6,Total Imports,Sausages and related products,32547.79,11558.482
2011,6,Total Imports,Shellfish,57664.399,10812.476
2011,6,Total Imports,Spices,13809.469,6075.261
2011,6,Total Imports,Sugar confectionery,29704.511,13631.032
2011,6,Total Imports,Sweet biscuits,23958.523,9761.645
2011,6,Total Imports,Tea,23777.062,13545.493
2011,6,Total Imports,"Tomatoes, fresh or chilled",29640.259,28078.298
2011,6,Total Imports,"Tomatoes, prepared or preserved",21907.009,37533.638
2011,6,Total Imports,"Vegetable oils and fats, soft, crude, refined or fractionated",87896.872,83217.505
2011,6,Total Imports,"Vegetables, frozen or provisionally prepared",27500.021,35251.927
2011,6,Total Imports,Vodka,6165.816,2869.225
2011,6,Total Imports,"Wheat, unmilled",18516.877,64886.974
2011,6,Total Imports,Whisky,6380.474,951.484
2011,6,Total Imports,Wine,261478.112,120605.566
2011,6,Total Imports,Yogurt,13970.147,12903.797
2011,7,Total Exports,"Animal oils and fats, not chemically modified",11936.794,15151.05
2011,7,Total Exports,"Apples, fresh",863.196,1104.821
2011,7,Total Exports,"Apricots, cherries, peaches, plums and sloes (fresh)",529.599,307.67
2011,7,Total Exports,Bacon and ham,4688.949,2594.678
2011,7,Total Exports,Bananas,590.508,931.565
2011,7,Total Exports,"Barley, unmilled",3735.513,19890.21
2011,7,Total Exports,Beef and veal,35913.531,11152.606
2011,7,Total Exports,Beef products (inc. corned beef),2121.586,630.299
2011,7,Total Exports,Beer,41607.965,33029.532
2011,7,Total Exports,"Bread, crispbreads, savoury biscuits",31413.529,17146.865
2011,7,Total Exports,Butter,10078.723,2721.691
2011,7,Total Exports,"Cereal, milled",7499.455,21381.791
2011,7,Total Exports,"Cereal, rolled or flaked",44831.652,46600.964
2011,7,Total Exports,Cheese,31311.438,9806.8
2011,7,Total Exports,Chocolate,31180.924,9191.949
2011,7,Total Exports,Cider & other fermented beverages,4226.437,4701.1
2011,7,Total Exports,Cocoa,4374.178,1276.891
2011,7,Total Exports,Coffee,32348.821,4098.601
2011,7,Total Exports,Condensed milk,2086.491,1319.747
2011,7,Total Exports,Dog or cat food for retail,10065.694,10206.4
2011,7,Total Exports,Edible offal and other meat,5542.73,5698.101
2011,7,Total Exports,Eggs & egg products,3564.76,1094.391
2011,7,Total Exports,Fish excl. Salmon & Shellfish,29355.202,9638.047
2011,7,Total Exports,"Flours, meals and pellets of meat, offal or fish",5870.358,18029.638
2011,7,Total Exports,Gin and Geneva,27918.851,6969.453
2011,7,Total Exports,"Grapes, fresh or dried",879.315,523.189
2011,7,Total Exports,Honey,825.524,206.097
2011,7,Total Exports,Ice cream,11642.542,6181.822
2011,7,Total Exports,Infant food for retail,1273.715,228.28
2011,7,Total Exports,Jams,6844.171,3338.397
2011,7,Total Exports,Juice,4235.566,2994.502
2011,7,Total Exports,Lamb and mutton,32256.372,8370.22
2011,7,Total Exports,Lemons and Limes,227.535,237.099
2011,7,Total Exports,"Lettuce and chicory, fresh or chilled",928.013,725.654
2011,7,Total Exports,Margarine,5399.715,3217.117
2011,7,Total Exports,Milk and cream,21477.619,53071.759
2011,7,Total Exports,Milk powder,14613.807,7295.24
2011,7,Total Exports,Mineral water,37059.614,47865.881
2011,7,Total Exports,Miscellaneous food ingredients,69633.447,20993.37
2011,7,Total Exports,Mixes and doughs for baking,6352.709,5930.168
2011,7,Total Exports,Molasses,521.783,2186.162
2011,7,Total Exports,"Mushrooms and truffles, fresh or chilled",98.75,45.076
2011,7,Total Exports,Nuts,4081.836,978.685
2011,7,Total Exports,Oil cake,4076.847,14716.279
2011,7,Total Exports,Oil seeds and oleaginous fruits,4390.771,9855.085
2011,7,Total Exports,Oranges and Mandarins etc,1370.97,2809.236
2011,7,Total Exports,Other animal feedingstuffs,36852.807,49153.819
2011,7,Total Exports,Other beet or cane sugar,12007.109,23749.937
2011,7,Total Exports,"Other cereal (including maize), unmilled",800.014,1810.569
2011,7,Total Exports,Other Citrus fruit,124.31,261.343
2011,7,Total Exports,Other fruit,3251.027,2562.681
2011,7,Total Exports,Other meat products,2608.639,965.197
2011,7,Total Exports,Other milk products,4462.738,5588.761
2011,7,Total Exports,Other spirits,21866.11,6092.788
2011,7,Total Exports,Other sugars,2057.68,3114.52
2011,7,Total Exports,"Other vegetables, fresh or chilled",6672.159,10230.344
2011,7,Total Exports,"Other vegetables, prepared or preserved",6298.951,3884.277
2011,7,Total Exports,Pasta uncooked,595.346,398.216
2011,7,Total Exports,"Pasta, cooked or stuffed",2155.584,1092.151
2011,7,Total Exports,Pears & quinces fresh,57.722,46.015
2011,7,Total Exports,Pork,14000.546,12448.81
2011,7,Total Exports,Potato products,11007.5,5175.262
2011,7,Total Exports,"Potatoes, fresh or chilled (including seed)",3761.493,13100.941
2011,7,Total Exports,Poultry products,10715.896,3219.265
2011,7,Total Exports,Poultrymeat (inc poultry offal),25281.215,23330.947
2011,7,Total Exports,Processed fats and waxes,3609.454,3399.705
2011,7,Total Exports,Raw beet or cane sugar,2794.94,3866.079
2011,7,Total Exports,Rice,2761.995,3214.665
2011,7,Total Exports,Salmon (inc. smoked),35527.467,7360.885
2011,7,Total Exports,"Sauces, condiments, seasonings",17581.289,9544.325
2011,7,Total Exports,Sausages and related products,2306.654,897.131
2011,7,Total Exports,Shellfish,44563.724,8630.283
2011,7,Total Exports,Spices,2522.347,786.19
2011,7,Total Exports,Sugar confectionery,13676.062,4742.62
2011,7,Total Exports,Sweet biscuits,28984.865,9855.667
2011,7,Total Exports,Tea,10727.793,1789.542
2011,7,Total Exports,"Tomatoes, fresh or chilled",698.007,542.624
2011,7,Total Exports,"Tomatoes, prepared or preserved",326.938,321.106
2011,7,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",9168.55,7100.016
2011,7,Total Exports,"Vegetables, frozen or provisionally prepared",3181.698,2879.614
2011,7,Total Exports,Vodka,13182.55,2610.585
2011,7,Total Exports,"Wheat, unmilled",23191.953,116390.764
2011,7,Total Exports,Whisky,359620.125,66102.518
2011,7,Total Exports,Wine,44927.269,5021.94
2011,7,Total Exports,Yogurt,2925.902,2221.349
2011,7,Total Imports,"Animal oils and fats, not chemically modified",10496.059,9289.43
2011,7,Total Imports,"Apples, fresh",34101.388,41930.001
2011,7,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",31967.204,28279.553
2011,7,Total Imports,Bacon and ham,50561.491,20314.996
2011,7,Total Imports,Bananas,42007.193,85774.328
2011,7,Total Imports,"Barley, unmilled",1536.631,8196.782
2011,7,Total Imports,Beef and veal,63357.189,17868.972
2011,7,Total Imports,Beef products (inc. corned beef),18253.384,6007.657
2011,7,Total Imports,Beer,40365.977,71265.019
2011,7,Total Imports,"Bread, crispbreads, savoury biscuits",74477.97,37716.92
2011,7,Total Imports,Butter,27336.698,8430.883
2011,7,Total Imports,"Cereal, milled",3497.912,7969.996
2011,7,Total Imports,"Cereal, rolled or flaked",18938.554,14473.988
2011,7,Total Imports,Cheese,107051.194,34458.468
2011,7,Total Imports,Chocolate,84877.692,26777.744
2011,7,Total Imports,Cider & other fermented beverages,10946.343,4963.996
2011,7,Total Imports,Cocoa,23699.761,9478.512
2011,7,Total Imports,Coffee,75871.626,16120.708
2011,7,Total Imports,Condensed milk,4172.594,2931.537
2011,7,Total Imports,Dog or cat food for retail,48740.571,39946.838
2011,7,Total Imports,Edible offal and other meat,4345.808,4349.372
2011,7,Total Imports,Eggs & egg products,10482.805,5492.662
2011,7,Total Imports,Fish excl. Salmon & Shellfish,141432.508,44620.214
2011,7,Total Imports,"Flours, meals and pellets of meat, offal or fish",11277.042,11719.828
2011,7,Total Imports,Gin and Geneva,180.252,62.83
2011,7,Total Imports,"Grapes, fresh or dried",38705.343,23103.747
2011,7,Total Imports,Honey,5474.953,1828.264
2011,7,Total Imports,Ice cream,22569.705,12552.558
2011,7,Total Imports,Infant food for retail,17376.196,5258.936
2011,7,Total Imports,Jams,43682.105,30496.525
2011,7,Total Imports,Juice,58949.169,73993.405
2011,7,Total Imports,Lamb and mutton,28833.443,6465.873
2011,7,Total Imports,Lemons and Limes,6409.941,10952.238
2011,7,Total Imports,"Lettuce and chicory, fresh or chilled",2344.338,1681.486
2011,7,Total Imports,Margarine,8331.931,6899.267
2011,7,Total Imports,Milk and cream,11937.712,27143.172
2011,7,Total Imports,Milk powder,9546.907,5852.107
2011,7,Total Imports,Mineral water,69072.403,91436.796
2011,7,Total Imports,Miscellaneous food ingredients,104312.839,37902.821
2011,7,Total Imports,Mixes and doughs for baking,6075.851,4371.398
2011,7,Total Imports,Molasses,5360.28,41821.76
2011,7,Total Imports,"Mushrooms and truffles, fresh or chilled",14880.733,8280.984
2011,7,Total Imports,Nuts,27082.298,7471.316
2011,7,Total Imports,Oil cake,55989.762,276387.771
2011,7,Total Imports,Oil seeds and oleaginous fruits,38661.854,76517.238
2011,7,Total Imports,Oranges and Mandarins etc,16239.972,30523.104
2011,7,Total Imports,Other animal feedingstuffs,46536.633,208580.111
2011,7,Total Imports,Other beet or cane sugar,14406.926,24819.857
2011,7,Total Imports,"Other cereal (including maize), unmilled",17564.714,87269.049
2011,7,Total Imports,Other Citrus fruit,2491.266,4273.936
2011,7,Total Imports,Other fruit,68559.938,66098.468
2011,7,Total Imports,Other meat products,40214.37,12729.269
2011,7,Total Imports,Other milk products,18432.631,16745.448
2011,7,Total Imports,Other spirits,19721.848,4425.388
2011,7,Total Imports,Other sugars,13201.203,33268.3
2011,7,Total Imports,"Other vegetables, fresh or chilled",87045.887,105418.299
2011,7,Total Imports,"Other vegetables, prepared or preserved",38245.553,31932.431
