Year,Month,Flow,FFD DESC,£000s,Tonnes
2015,6,Total Imports,Yogurt,13704.285,10646.501
2015,7,Total Exports,"Animal oils and fats, not chemically modified",9396.749,16796.025
2015,7,Total Exports,"Apples, fresh",744.091,1163.879
2015,7,Total Exports,"Apricots, cherries, peaches, plums and sloes (fresh)",366.534,261.789
2015,7,Total Exports,Bacon and ham,3673.181,1481.723
2015,7,Total Exports,Bananas,1761.619,3184.456
2015,7,Total Exports,"Barley, unmilled",15012.062,118788.797
2015,7,Total Exports,Beef and veal,28248.232,8234.958
2015,7,Total Exports,Beef products (inc. corned beef),2826.15,864.282
2015,7,Total Exports,Beer,42604.064,47323.583
2015,7,Total Exports,"Bread, crispbreads, savoury biscuits",39036.345,20773.865
2015,7,Total Exports,Butter,8361.648,3441.392
2015,7,Total Exports,"Cereal, milled",6395.629,17964.968
2015,7,Total Exports,"Cereal, rolled or flaked",44589.29,45471.354
2015,7,Total Exports,Cheese,36678.616,13389.631
2015,7,Total Exports,Chocolate,38819.477,11059.206
2015,7,Total Exports,Cider & other fermented beverages,7121.839,10286.704
2015,7,Total Exports,Cocoa,6953.699,1990.949
2015,7,Total Exports,Coffee,27201.845,3967.089
2015,7,Total Exports,Condensed milk,3503.01,6240.022
2015,7,Total Exports,Dog or cat food for retail,21831.688,17235.698
2015,7,Total Exports,Edible offal and other meat,7888.882,8935.829
2015,7,Total Exports,Eggs & egg products,8715.472,1711.684
2015,7,Total Exports,Fish excl. Salmon & Shellfish,27941.436,16070.182
2015,7,Total Exports,"Flours, meals and pellets of meat, offal or fish",9522.51,18804.86
2015,7,Total Exports,Gin and Geneva,34034.9,9581.414
2015,7,Total Exports,"Grapes, fresh or dried",905.103,480.924
2015,7,Total Exports,Honey,852.577,132.588
2015,7,Total Exports,Ice cream,11573.318,7121.157
2015,7,Total Exports,Infant food for retail,1310.583,249.274
2015,7,Total Exports,Jams,7477.005,2949.247
2015,7,Total Exports,Juice,8410.346,8584.353
2015,7,Total Exports,Lamb and mutton,22940.247,6238.747
2015,7,Total Exports,Lemons and Limes,221.329,246.276
2015,7,Total Exports,"Lettuce and chicory, fresh or chilled",1164.522,529.864
2015,7,Total Exports,Margarine,4190.857,2720.68
2015,7,Total Exports,Milk and cream,15496.582,59746.263
2015,7,Total Exports,Milk powder,17179.822,14275.273
2015,7,Total Exports,Mineral water,41684.87,68871.55
2015,7,Total Exports,Miscellaneous food ingredients,95166.373,25089.562
2015,7,Total Exports,Mixes and doughs for baking,6192.674,5545.719
2015,7,Total Exports,Molasses,647.778,2969.09
2015,7,Total Exports,"Mushrooms and truffles, fresh or chilled",87.615,25.403
2015,7,Total Exports,Nuts,4276.759,817.227
2015,7,Total Exports,Oil cake,963.705,4897.252
2015,7,Total Exports,Oil seeds and oleaginous fruits,3504.91,8428.49
2015,7,Total Exports,Oranges and Mandarins etc,1201.82,2965.911
2015,7,Total Exports,Other animal feedingstuffs,35318.188,43003.738
2015,7,Total Exports,Other beet or cane sugar,5067.707,14758.606
2015,7,Total Exports,"Other cereal (including maize), unmilled",2554.955,12206.313
2015,7,Total Exports,Other Citrus fruit,117.727,335.723
2015,7,Total Exports,Other fruit,4007.545,2803.942
2015,7,Total Exports,Other meat products,2930.216,1342.468
2015,7,Total Exports,Other milk products,6975.596,5682.197
2015,7,Total Exports,Other spirits,27460.283,6589.426
2015,7,Total Exports,Other sugars,4875.168,8326.034
2015,7,Total Exports,"Other vegetables, fresh or chilled",9420.837,15686.994
2015,7,Total Exports,"Other vegetables, prepared or preserved",8649.026,6277.395
2015,7,Total Exports,Pasta uncooked,725.219,463.399
2015,7,Total Exports,"Pasta, cooked or stuffed",2977.339,1936.108
2015,7,Total Exports,Pears & quinces fresh,106.008,129.52
2015,7,Total Exports,Pork,16959.246,15397.785
2015,7,Total Exports,Potato products,12019.532,6432.044
2015,7,Total Exports,"Potatoes, fresh or chilled (including seed)",2869.343,9220.318
2015,7,Total Exports,Poultry products,10136.141,3535.155
2015,7,Total Exports,Poultrymeat (inc poultry offal),18092.947,20641.445
2015,7,Total Exports,Processed fats and waxes,6905.216,9992.495
2015,7,Total Exports,Raw beet or cane sugar,5108.637,16465.274
2015,7,Total Exports,Rice,3371.309,3122.54
2015,7,Total Exports,Salmon (inc. smoked),43527.993,9408.113
2015,7,Total Exports,"Sauces, condiments, seasonings",25071.18,15350.19
2015,7,Total Exports,Sausages and related products,2278.433,1273.159
2015,7,Total Exports,Shellfish,39112.158,6612.767
2015,7,Total Exports,Spices,2922.611,882.963
2015,7,Total Exports,Sugar confectionery,16077.796,5573.189
2015,7,Total Exports,Sweet biscuits,34670.329,12584.182
2015,7,Total Exports,Tea,9473.593,1839.684
2015,7,Total Exports,"Tomatoes, fresh or chilled",336.166,269.474
2015,7,Total Exports,"Tomatoes, prepared or preserved",494.017,463.877
2015,7,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",12696.027,12322.845
2015,7,Total Exports,"Vegetables, frozen or provisionally prepared",4643.983,4838.009
2015,7,Total Exports,Vodka,8932.818,2335.587
2015,7,Total Exports,"Wheat, unmilled",10545.309,78032.867
2015,7,Total Exports,Whisky,313420.909,68780.397
2015,7,Total Exports,Wine,33331.489,10704.897
2015,7,Total Exports,Yogurt,4032.604,2041.784
2015,7,Total Imports,"Animal oils and fats, not chemically modified",14531.775,12335.964
2015,7,Total Imports,"Apples, fresh",41639.237,47417.081
2015,7,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",34787.986,37416.193
2015,7,Total Imports,Bacon and ham,47965.499,21720.533
2015,7,Total Imports,Bananas,43154.99,93664.739
2015,7,Total Imports,"Barley, unmilled",3155.125,21252.9
2015,7,Total Imports,Beef and veal,90321.813,23509.028
2015,7,Total Imports,Beef products (inc. corned beef),20465.868,6701.715
2015,7,Total Imports,Beer,34768.756,82662.798
2015,7,Total Imports,"Bread, crispbreads, savoury biscuits",97522.163,58449.96
2015,7,Total Imports,Butter,17979.525,7163.368
2015,7,Total Imports,"Cereal, milled",4609.884,13230.188
2015,7,Total Imports,"Cereal, rolled or flaked",24615.513,18527.957
2015,7,Total Imports,Cheese,113842.995,43534.565
2015,7,Total Imports,Chocolate,103330.203,33093.487
2015,7,Total Imports,Cider & other fermented beverages,15136.564,19068.568
2015,7,Total Imports,Cocoa,30159.076,9019.03
2015,7,Total Imports,Coffee,59336.433,15558.682
2015,7,Total Imports,Condensed milk,3281.976,2620.24
2015,7,Total Imports,Dog or cat food for retail,42995.372,33667.544
2015,7,Total Imports,Edible offal and other meat,5004.218,3183.328
2015,7,Total Imports,Eggs & egg products,13731.762,7718.497
2015,7,Total Imports,Fish excl. Salmon & Shellfish,139179.85,46249.424
2015,7,Total Imports,"Flours, meals and pellets of meat, offal or fish",9396.546,11866.391
2015,7,Total Imports,Gin and Geneva,773.769,297.135
2015,7,Total Imports,"Grapes, fresh or dried",45496.266,27913
2015,7,Total Imports,Honey,9494.624,4455.251
2015,7,Total Imports,Ice cream,21449.836,13063.335
2015,7,Total Imports,Infant food for retail,27203.377,5762.021
2015,7,Total Imports,Jams,50698.808,33686.951
2015,7,Total Imports,Juice,56146.464,84237.881
2015,7,Total Imports,Lamb and mutton,29635.026,7538.846
2015,7,Total Imports,Lemons and Limes,12217.786,14667.275
2015,7,Total Imports,"Lettuce and chicory, fresh or chilled",3943.013,3805.908
2015,7,Total Imports,Margarine,10171.818,11778.304
2015,7,Total Imports,Milk and cream,9807.559,19313.932
2015,7,Total Imports,Milk powder,8529.548,6725.238
2015,7,Total Imports,Mineral water,80312.432,181044.515
2015,7,Total Imports,Miscellaneous food ingredients,141676.784,46783.813
2015,7,Total Imports,Mixes and doughs for baking,9233.891,5775.38
2015,7,Total Imports,Molasses,7555.91,62931.887
2015,7,Total Imports,"Mushrooms and truffles, fresh or chilled",16714.437,10110.667
2015,7,Total Imports,Nuts,49863.492,10236.202
2015,7,Total Imports,Oil cake,81777.175,312509.051
2015,7,Total Imports,Oil seeds and oleaginous fruits,41380.618,92547.758
2015,7,Total Imports,Oranges and Mandarins etc,21673.505,32825.883
2015,7,Total Imports,Other animal feedingstuffs,44399.542,163558.524
2015,7,Total Imports,Other beet or cane sugar,14055.36,36830.061
2015,7,Total Imports,"Other cereal (including maize), unmilled",26893.407,190528.532
2015,7,Total Imports,Other Citrus fruit,2280.277,3992.807
2015,7,Total Imports,Other fruit,86627.567,82840.01
2015,7,Total Imports,Other meat products,47937.151,15748.69
2015,7,Total Imports,Other milk products,23444.452,21773.3
2015,7,Total Imports,Other spirits,35020.342,11283.19
2015,7,Total Imports,Other sugars,13531.322,34572.046
2015,7,Total Imports,"Other vegetables, fresh or chilled",108654.484,131966.19
2015,7,Total Imports,"Other vegetables, prepared or preserved",46364.029,42923.898
2015,7,Total Imports,Pasta uncooked,10516.979,12492.67
2015,7,Total Imports,"Pasta, cooked or stuffed",19641.718,17891.458
2015,7,Total Imports,Pears & quinces fresh,7582.566,11360.233
2015,7,Total Imports,Pork,52871.659,32682.615
2015,7,Total Imports,Potato products,38735.328,59423.288
2015,7,Total Imports,"Potatoes, fresh or chilled (including seed)",5838.275,21727.444
2015,7,Total Imports,Poultry products,71053.154,26869.693
2015,7,Total Imports,Poultrymeat (inc poultry offal),88255.588,38313.611
2015,7,Total Imports,Processed fats and waxes,9752.439,15384.185
2015,7,Total Imports,Raw beet or cane sugar,21563.944,65019.199
2015,7,Total Imports,Rice,32108.939,63346.924
2015,7,Total Imports,Salmon (inc. smoked),23228.105,4838.424
2015,7,Total Imports,"Sauces, condiments, seasonings",48157.322,45255.548
2015,7,Total Imports,Sausages and related products,36441.832,13651.59
2015,7,Total Imports,Shellfish,77177.397,11177.415
2015,7,Total Imports,Spices,25008.724,8719.186
2015,7,Total Imports,Sugar confectionery,42885.13,20171.893
2015,7,Total Imports,Sweet biscuits,31442.151,13872.315
2015,7,Total Imports,Tea,21462.833,11376.343
2015,7,Total Imports,"Tomatoes, fresh or chilled",30210.771,32331.899
2015,7,Total Imports,"Tomatoes, prepared or preserved",30698.552,46896.553
2015,7,Total Imports,"Vegetable oils and fats, soft, crude, refined or fractionated",68008.959,80376.894
2015,7,Total Imports,"Vegetables, frozen or provisionally prepared",33926.479,44473.34
2015,7,Total Imports,Vodka,9104.691,3855.785
2015,7,Total Imports,"Wheat, unmilled",24338.85,136780.447
2015,7,Total Imports,Whisky,14462.916,2563.901
2015,7,Total Imports,Wine,270430.222,141120.127
2015,7,Total Imports,Yogurt,13886.479,12030.288
2015,8,Total Exports,"Animal oils and fats, not chemically modified",8175.689,14425.525
2015,8,Total Exports,"Apples, fresh",934.443,1094.26
2015,8,Total Exports,"Apricots, cherries, peaches, plums and sloes (fresh)",481.466,301.722
2015,8,Total Exports,Bacon and ham,3116.478,1232.401
2015,8,Total Exports,Bananas,1273.982,2305.902
2015,8,Total Exports,"Barley, unmilled",17983.877,147763.767
2015,8,Total Exports,Beef and veal,25873.001,7658.307
2015,8,Total Exports,Beef products (inc. corned beef),2241.854,614.714
2015,8,Total Exports,Beer,42967.688,47356.125
2015,8,Total Exports,"Bread, crispbreads, savoury biscuits",36557.085,20219.646
2015,8,Total Exports,Butter,8145.523,3626.754
2015,8,Total Exports,"Cereal, milled",7119.63,19850.019
2015,8,Total Exports,"Cereal, rolled or flaked",39767.601,42889.707
2015,8,Total Exports,Cheese,35609.183,12711.089
2015,8,Total Exports,Chocolate,43127.48,11797.227
2015,8,Total Exports,Cider & other fermented beverages,4763.069,5402.189
2015,8,Total Exports,Cocoa,4255.368,1138.123
2015,8,Total Exports,Coffee,35872.873,5579.982
2015,8,Total Exports,Condensed milk,3165.78,3952.066
2015,8,Total Exports,Dog or cat food for retail,21106.213,17110.536
2015,8,Total Exports,Edible offal and other meat,7328.242,8406.631
2015,8,Total Exports,Eggs & egg products,9822.869,1383.702
2015,8,Total Exports,Fish excl. Salmon & Shellfish,28107.036,20396.352
2015,8,Total Exports,"Flours, meals and pellets of meat, offal or fish",9309.278,19905.844
2015,8,Total Exports,Gin and Geneva,36897.073,9869.691
2015,8,Total Exports,"Grapes, fresh or dried",677.815,386.601
2015,8,Total Exports,Honey,634.247,132.636
2015,8,Total Exports,Ice cream,8410.641,4978.356
2015,8,Total Exports,Infant food for retail,1064.337,221.039
2015,8,Total Exports,Jams,9208.121,3361.389
2015,8,Total Exports,Juice,8824.666,9428.303
2015,8,Total Exports,Lamb and mutton,23302.715,6701.478
2015,8,Total Exports,Lemons and Limes,456.525,794.887
2015,8,Total Exports,"Lettuce and chicory, fresh or chilled",1396.043,877.334
2015,8,Total Exports,Margarine,4225.832,2607.639
2015,8,Total Exports,Milk and cream,13621.329,50596.999
2015,8,Total Exports,Milk powder,14135.709,11583.354
2015,8,Total Exports,Mineral water,36204.979,64477.092
2015,8,Total Exports,Miscellaneous food ingredients,95280.23,24797.049
2015,8,Total Exports,Mixes and doughs for baking,6117.146,5211.846
2015,8,Total Exports,Molasses,651.729,2336.748
2015,8,Total Exports,"Mushrooms and truffles, fresh or chilled",59.299,21.194
2015,8,Total Exports,Nuts,4366.633,755.136
2015,8,Total Exports,Oil cake,5165.364,27825.727
2015,8,Total Exports,Oil seeds and oleaginous fruits,29210.457,101282.629
2015,8,Total Exports,Oranges and Mandarins etc,1013.481,2172.113
2015,8,Total Exports,Other animal feedingstuffs,30136.961,40351.568
2015,8,Total Exports,Other beet or cane sugar,5302.487,15763.526
2015,8,Total Exports,"Other cereal (including maize), unmilled",2407.036,11885.642
2015,8,Total Exports,Other Citrus fruit,89.773,227.997
2015,8,Total Exports,Other fruit,6310.659,4823.533
2015,8,Total Exports,Other meat products,2491.596,1197.259
2015,8,Total Exports,Other milk products,5048.038,4120.31
2015,8,Total Exports,Other spirits,31156.232,6755.479
2015,8,Total Exports,Other sugars,3009.179,5812.225
2015,8,Total Exports,"Other vegetables, fresh or chilled",6359.795,9666.919
2015,8,Total Exports,"Other vegetables, prepared or preserved",7396.483,5832.767
2015,8,Total Exports,Pasta uncooked,577.185,281.377
2015,8,Total Exports,"Pasta, cooked or stuffed",3324.336,2260.375
2015,8,Total Exports,Pears & quinces fresh,70.827,70.647
2015,8,Total Exports,Pork,16727.618,15447.447
2015,8,Total Exports,Potato products,11289.344,6214.068
2015,8,Total Exports,"Potatoes, fresh or chilled (including seed)",3972.715,12523.685
2015,8,Total Exports,Poultry products,8571.726,2896.677
2015,8,Total Exports,Poultrymeat (inc poultry offal),16352.938,18760.146
2015,8,Total Exports,Processed fats and waxes,5907.212,9489.21
2015,8,Total Exports,Raw beet or cane sugar,5971.769,19506.221
2015,8,Total Exports,Rice,2715.135,3536.793
2015,8,Total Exports,Salmon (inc. smoked),46030.117,10866.233
2015,8,Total Exports,"Sauces, condiments, seasonings",22535.501,13312.745
2015,8,Total Exports,Sausages and related products,2224.263,1316.863
2015,8,Total Exports,Shellfish,40945.613,7424.555
2015,8,Total Exports,Spices,4237.356,1267.147
2015,8,Total Exports,Sugar confectionery,16900.43,5777.201
2015,8,Total Exports,Sweet biscuits,38305.197,13068.652
2015,8,Total Exports,Tea,10644.681,1972.23
2015,8,Total Exports,"Tomatoes, fresh or chilled",310.943,262.703
2015,8,Total Exports,"Tomatoes, prepared or preserved",547.418,1015.906
2015,8,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",19388.6,28737.64
2015,8,Total Exports,"Vegetables, frozen or provisionally prepared",3508.482,3346.594
2015,8,Total Exports,Vodka,9638.414,2727.139
2015,8,Total Exports,"Wheat, unmilled",12559.778,103551.474
2015,8,Total Exports,Whisky,337332.633,73078.831
2015,8,Total Exports,Wine,34990.027,7769.548
2015,8,Total Exports,Yogurt,2766.595,1766.319
2015,8,Total Imports,"Animal oils and fats, not chemically modified",7923.359,7151.629
2015,8,Total Imports,"Apples, fresh",21231.022,26099.9
2015,8,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",27005.015,30309.737
2015,8,Total Imports,Bacon and ham,42668.421,19862.113
2015,8,Total Imports,Bananas,46342.224,97512.231
2015,8,Total Imports,"Barley, unmilled",5682.084,23905.759
2015,8,Total Imports,Beef and veal,81257.221,23200.335
2015,8,Total Imports,Beef products (inc. corned beef),17097.82,5957.945
2015,8,Total Imports,Beer,34184.653,80104.153
2015,8,Total Imports,"Bread, crispbreads, savoury biscuits",90983.407,51769.012
2015,8,Total Imports,Butter,19592.091,7939.545
2015,8,Total Imports,"Cereal, milled",4282.383,12585.613
2015,8,Total Imports,"Cereal, rolled or flaked",23371.507,22705.618
2015,8,Total Imports,Cheese,106189.218,41144.317
2015,8,Total Imports,Chocolate,110857.635,35368.604
2015,8,Total Imports,Cider & other fermented beverages,11987.925,15952.3
2015,8,Total Imports,Cocoa,34971.078,14646.848
2015,8,Total Imports,Coffee,60533.702,17675.03
2015,8,Total Imports,Condensed milk,4400.566,3516.292
2015,8,Total Imports,Dog or cat food for retail,41157.771,37899.81
2015,8,Total Imports,Edible offal and other meat,3876.773,2659.513
2015,8,Total Imports,Eggs & egg products,17556.367,9179.185
2015,8,Total Imports,Fish excl. Salmon & Shellfish,118973.024,40473.313
2015,8,Total Imports,"Flours, meals and pellets of meat, offal or fish",11498.959,12209.627
2015,8,Total Imports,Gin and Geneva,626.936,221.233
2015,8,Total Imports,"Grapes, fresh or dried",36066.408,22964.157
2015,8,Total Imports,Honey,9187.684,5016.794
2015,8,Total Imports,Ice cream,17525.832,10613.108
2015,8,Total Imports,Infant food for retail,27868.816,8985.55
2015,8,Total Imports,Jams,50055.043,32436.881
2015,8,Total Imports,Juice,51620.7,72022.841
2015,8,Total Imports,Lamb and mutton,17030.141,4311.714
2015,8,Total Imports,Lemons and Limes,12137.803,13926.671
2015,8,Total Imports,"Lettuce and chicory, fresh or chilled",3701.828,3320.022
2015,8,Total Imports,Margarine,9768.378,11319.757
2015,8,Total Imports,Milk and cream,9858.04,19496.615
2015,8,Total Imports,Milk powder,6356.996,6056.812
2015,8,Total Imports,Mineral water,79708.379,155445.189
2015,8,Total Imports,Miscellaneous food ingredients,133884.491,45437.371
2015,8,Total Imports,Mixes and doughs for baking,9278.52,5742.791
2015,8,Total Imports,Molasses,1794.104,14439.404
2015,8,Total Imports,"Mushrooms and truffles, fresh or chilled",16266.449,9604.854
2015,8,Total Imports,Nuts,45421.86,9628.28
2015,8,Total Imports,Oil cake,56991.601,231162.452
2015,8,Total Imports,Oil seeds and oleaginous fruits,25098.91,45144.289
2015,8,Total Imports,Oranges and Mandarins etc,27364.882,37470.427
2015,8,Total Imports,Other animal feedingstuffs,38001.983,162334.322
2015,8,Total Imports,Other beet or cane sugar,11619.099,30647.687
2015,8,Total Imports,"Other cereal (including maize), unmilled",22098.492,144428.697
2015,8,Total Imports,Other Citrus fruit,1447.593,2244.622
2015,8,Total Imports,Other fruit,72916.872,65117.802
2015,8,Total Imports,Other meat products,47102.024,15938.367
2015,8,Total Imports,Other milk products,22459.036,18904.97
2015,8,Total Imports,Other spirits,23079.26,7996.215
2015,8,Total Imports,Other sugars,11701.707,25122.542
2015,8,Total Imports,"Other vegetables, fresh or chilled",90977.389,114379.638
2015,8,Total Imports,"Other vegetables, prepared or preserved",40252.364,38242.359
2015,8,Total Imports,Pasta uncooked,10349.605,12440.609
2015,8,Total Imports,"Pasta, cooked or stuffed",19452.128,16693.479
2015,8,Total Imports,Pears & quinces fresh,6381.73,9576.692
2015,8,Total Imports,Pork,49837.124,30435.543
2015,8,Total Imports,Potato products,33115.311,52130.783
2015,8,Total Imports,"Potatoes, fresh or chilled (including seed)",5729.506,16086.696
2015,8,Total Imports,Poultry products,74514.429,28069.803
2015,8,Total Imports,Poultrymeat (inc poultry offal),85609.299,35523.434
2015,8,Total Imports,Processed fats and waxes,9363.975,14628.759
2015,8,Total Imports,Raw beet or cane sugar,20848.548,56432.483
2015,8,Total Imports,Rice,29662.356,57554.748
2015,8,Total Imports,Salmon (inc. smoked),21930.584,4296.471
2015,8,Total Imports,"Sauces, condiments, seasonings",42791.663,39079.174
2015,8,Total Imports,Sausages and related products,38155.035,14629.56
2015,8,Total Imports,Shellfish,70333.31,10380.883
2015,8,Total Imports,Spices,20947.299,7876.451
2015,8,Total Imports,Sugar confectionery,40070.737,20085.466
2015,8,Total Imports,Sweet biscuits,31803.679,13122.703
2015,8,Total Imports,Tea,22909.197,11237.022
2015,8,Total Imports,"Tomatoes, fresh or chilled",31959.124,33133.395
2015,8,Total Imports,"Tomatoes, prepared or preserved",20586.792,32611.135
2015,8,Total Imports,"Vegetable oils and fats, soft, crude, refined or fractionated",64964.875,82549.435
2015,8,Total Imports,"Vegetables, frozen or provisionally prepared",33991.089,46038.894
2015,8,Total Imports,Vodka,9987.559,4161.289
2015,8,Total Imports,"Wheat, unmilled",17160.797,114532.416
2015,8,Total Imports,Whisky,20922.306,3848.062
2015,8,Total Imports,Wine,223580.272,115960.998
2015,8,Total Imports,Yogurt,12542.635,10626.585
2015,9,Total Exports,"Animal oils and fats, not chemically modified",8724.669,14634.78
2015,9,Total Exports,"Apples, fresh",1034.614,2213.823
2015,9,Total Exports,"Apricots, cherries, peaches, plums and sloes (fresh)",365.638,295.731
2015,9,Total Exports,Bacon and ham,3089.89,1295.714
2015,9,Total Exports,Bananas,1401.968,2339.145
2015,9,Total Exports,"Barley, unmilled",12296.955,103852.92
2015,9,Total Exports,Beef and veal,29182.667,8502.574
2015,9,Total Exports,Beef products (inc. corned beef),1782.202,514.363
2015,9,Total Exports,Beer,42492.26,49303.012
2015,9,Total Exports,"Bread, crispbreads, savoury biscuits",38972.223,21217.297
2015,9,Total Exports,Butter,9493.536,4384.089
2015,9,Total Exports,"Cereal, milled",8350.811,22679.671
2015,9,Total Exports,"Cereal, rolled or flaked",45193.347,50394.98
2015,9,Total Exports,Cheese,37651.389,12345.694
2015,9,Total Exports,Chocolate,64836.622,17115.476
2015,9,Total Exports,Cider & other fermented beverages,4402.234,6190.393
2015,9,Total Exports,Cocoa,6720.693,1861.498
2015,9,Total Exports,Coffee,35070.327,5167.913
2015,9,Total Exports,Condensed milk,2170.875,2662.212
2015,9,Total Exports,Dog or cat food for retail,25905.39,20678.116
2015,9,Total Exports,Edible offal and other meat,11281.814,12055.813
2015,9,Total Exports,Eggs & egg products,7853.692,1548.478
2015,9,Total Exports,Fish excl. Salmon & Shellfish,38826.348,31176.211
2015,9,Total Exports,"Flours, meals and pellets of meat, offal or fish",10730.237,24626.812
2015,9,Total Exports,Gin and Geneva,39795.468,10270.464
2015,9,Total Exports,"Grapes, fresh or dried",782.324,451.215
2015,9,Total Exports,Honey,1468.727,190.991
2015,9,Total Exports,Ice cream,4669.146,2580.392
2015,9,Total Exports,Infant food for retail,1122.341,218.178
2015,9,Total Exports,Jams,8430.412,3026.83
2015,9,Total Exports,Juice,9537.921,9913.934
2015,9,Total Exports,Lamb and mutton,31160.02,8761.8
2015,9,Total Exports,Lemons and Limes,569.872,1198.908
2015,9,Total Exports,"Lettuce and chicory, fresh or chilled",1376.626,982.832
2015,9,Total Exports,Margarine,3904.079,2459.482
2015,9,Total Exports,Milk and cream,13214.239,44959.853
2015,9,Total Exports,Milk powder,14545.378,11212.518
2015,9,Total Exports,Mineral water,35819,54130.855
2015,9,Total Exports,Miscellaneous food ingredients,104210.864,27701.592
2015,9,Total Exports,Mixes and doughs for baking,7588.158,6039.412
2015,9,Total Exports,Molasses,648.287,3217.924
2015,9,Total Exports,"Mushrooms and truffles, fresh or chilled",68.139,23.476
2015,9,Total Exports,Nuts,6028.556,1021.269
2015,9,Total Exports,Oil cake,5832.913,31555.846
2015,9,Total Exports,Oil seeds and oleaginous fruits,8530.528,19726.87
2015,9,Total Exports,Oranges and Mandarins etc,1285.278,2538.81
2015,9,Total Exports,Other animal feedingstuffs,37625.553,44634.617
2015,9,Total Exports,Other beet or cane sugar,3680.228,9410.092
2015,9,Total Exports,"Other cereal (including maize), unmilled",2995.024,15857.491
2015,9,Total Exports,Other Citrus fruit,117.842,246.579
2015,9,Total Exports,Other fruit,5844.53,3279.366
2015,9,Total Exports,Other meat products,2957.671,1412.429
2015,9,Total Exports,Other milk products,4867.331,4734.858
2015,9,Total Exports,Other spirits,42431.564,9596.024
2015,9,Total Exports,Other sugars,3534.626,6277.533
2015,9,Total Exports,"Other vegetables, fresh or chilled",11631.053,31204.094
2015,9,Total Exports,"Other vegetables, prepared or preserved",8665.505,6603.807
2015,9,Total Exports,Pasta uncooked,637.393,331.336
2015,9,Total Exports,"Pasta, cooked or stuffed",3431.159,2266.254
2015,9,Total Exports,Pears & quinces fresh,58.683,50.128
2015,9,Total Exports,Pork,18786.431,17879.892
2015,9,Total Exports,Potato products,13283.496,7142.349
2015,9,Total Exports,"Potatoes, fresh or chilled (including seed)",4916.1,16565.513
2015,9,Total Exports,Poultry products,10657.956,3902.32
2015,9,Total Exports,Poultrymeat (inc poultry offal),21731.073,26304.958
2015,9,Total Exports,Processed fats and waxes,9222.686,15372.772
2015,9,Total Exports,Raw beet or cane sugar,5822.467,15691.466
2015,9,Total Exports,Rice,4396.955,4828.003
2015,9,Total Exports,Salmon (inc. smoked),44967.299,11013.07
2015,9,Total Exports,"Sauces, condiments, seasonings",24203.88,14164.05
2015,9,Total Exports,Sausages and related products,2933.963,1018.561
2015,9,Total Exports,Shellfish,40885.095,7083.75
2015,9,Total Exports,Spices,3770.517,1069.866
2015,9,Total Exports,Sugar confectionery,18901.73,6178.794
2015,9,Total Exports,Sweet biscuits,39328.481,13720.031
2015,9,Total Exports,Tea,11316.622,1915.464
2015,9,Total Exports,"Tomatoes, fresh or chilled",560.611,382.991
2015,9,Total Exports,"Tomatoes, prepared or preserved",375.987,361.366
2015,9,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",25597.988,40945.513
2015,9,Total Exports,"Vegetables, frozen or provisionally prepared",4449.633,4592.064
2015,9,Total Exports,Vodka,11439.397,3127.529
2015,9,Total Exports,"Wheat, unmilled",17224.648,143702.234
2015,9,Total Exports,Whisky,393019.283,80517.16
2015,9,Total Exports,Wine,32496.107,7152.424
2015,9,Total Exports,Yogurt,3053.083,1794.132
2015,9,Total Imports,"Animal oils and fats, not chemically modified",9815.197,18185.827
2015,9,Total Imports,"Apples, fresh",21817.119,30581.225
2015,9,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",20864.491,24774.465
2015,9,Total Imports,Bacon and ham,45646.181,21583.828
2015,9,Total Imports,Bananas,43392.156,93590.671
2015,9,Total Imports,"Barley, unmilled",5751.906,16070.607
2015,9,Total Imports,Beef and veal,89895.844,24305.922
2015,9,Total Imports,Beef products (inc. corned beef),19488.574,6941.442
2015,9,Total Imports,Beer,32707.653,81742.231
2015,9,Total Imports,"Bread, crispbreads, savoury biscuits",103823.128,62722.229
2015,9,Total Imports,Butter,22536.984,9472.521
2015,9,Total Imports,"Cereal, milled",4769.321,16460.546
2015,9,Total Imports,"Cereal, rolled or flaked",25090.892,22262.697
2015,9,Total Imports,Cheese,115729.084,44988.79
2015,9,Total Imports,Chocolate,150114.238,49536.089
2015,9,Total Imports,Cider & other fermented beverages,9335.018,11076.107
2015,9,Total Imports,Cocoa,31165.762,10058.387
2015,9,Total Imports,Coffee,79576.916,21509.468
2015,9,Total Imports,Condensed milk,4214.049,3714.294
2015,9,Total Imports,Dog or cat food for retail,43955.472,36208.234
2015,9,Total Imports,Edible offal and other meat,4869.793,3227.734
2015,9,Total Imports,Eggs & egg products,14678.254,8621.637
2015,9,Total Imports,Fish excl. Salmon & Shellfish,130972.287,41472.7
2015,9,Total Imports,"Flours, meals and pellets of meat, offal or fish",6281.27,7613.214
2015,9,Total Imports,Gin and Geneva,566.47,240.105
2015,9,Total Imports,"Grapes, fresh or dried",45387.365,29808.788
2015,9,Total Imports,Honey,6297.081,3190.795
